INFO | HTTPX-Client: POST-request to http://localhost:8000/api/v1/users
INFO | HTTPX-Client: Status code: 200-OK from http://localhost:8000/api/v1/users
INFO | HTTPX-Client: POST-request to http://localhost:8000/api/v1/authentication/login
INFO | HTTPX-Client: Status code: 200-OK from http://localhost:8000/api/v1/authentication/login
INFO | HTTPX-Client: POST-request to http://localhost:8000/api/v1/authentication/login
INFO | HTTPX-Client: Status code: 200-OK from http://localhost:8000/api/v1/authentication/login
INFO | HTTPX-Client: POST-request to http://localhost:8000/api/v1/files
INFO | HTTPX-Client: Status code: 200-OK from http://localhost:8000/api/v1/files
INFO | HTTPX-Client: POST-request to http://localhost:8000/api/v1/courses
INFO | HTTPX-Client: Status code: 200-OK from http://localhost:8000/api/v1/courses
INFO | HTTPX-Client: GET-request to http://localhost:8000/api/v1/courses?userId=e74a463f-4e17-4000-8ec7-703984f43b5d
INFO | HTTPX-Client: Status code: 200-OK from http://localhost:8000/api/v1/courses?userId=e74a463f-4e17-4000-8ec7-703984f43b5d
INFO | - Base-assert: Status code = "200-OK"
INFO | - Base-assert: Request method = "GET"
INFO | COURSES-ASSERT: List of Courses = List of Created courses
INFO | - Base-assert: Lengths of "actual.courses" = "expected.courses" = 1
INFO | - Base-assert: Values of "actual.courses" = "expected.courses"
INFO | SCHEMA-ASSERT: Response JSON Schema validation (GetCoursesResponseSchema)
